"ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"GO:0015824" "GO:0015824" "proline transport" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "SLC36A1" 1
"GO:0018206" "GO:0018206" "peptidyl-methionine modification" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "NAA60" 1
"GO:0018243" "GO:0018243" "protein O-linked glycosylation via threonine" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "EOGT" 1
"GO:0030157" "GO:0030157" "pancreatic juice secretion" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "STK39" 1
"GO:0030223" "GO:0030223" "neutrophil differentiation" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "INPP5D" 1
"GO:0031666" "GO:0031666" "positive regulation of lipopolysaccharide-mediated signaling pathway" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "CD14" 1
"GO:0031987" "GO:0031987" "locomotion involved in locomotory behavior" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "PPP3CB" 1
"GO:0032025" "GO:0032025" "response to cobalt ion" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "TIGAR" 1
"GO:0032353" "GO:0032353" "negative regulation of hormone biosynthetic process" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "ATP1A1" 1
"GO:0032988" "GO:0032988" "protein-RNA complex disassembly" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "DYRK3" 1
"GO:0033004" "GO:0033004" "negative regulation of mast cell activation" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "CD84" 1
"GO:0033210" "GO:0033210" "leptin-mediated signaling pathway" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "LEPR" 1
"GO:0033572" "GO:0033572" "transferrin transport" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "ARHGAP1" 1
"GO:0034116" "GO:0034116" "positive regulation of heterotypic cell-cell adhesion" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "CD44" 1
"GO:0035646" "GO:0035646" "endosome to melanosome transport" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "AP1M1" 1
"GO:0035933" "GO:0035933" "glucocorticoid secretion" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "SELENOM" 1
"GO:0039530" "GO:0039530" "MDA-5 signaling pathway" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "OAS3" 1
"GO:0042362" "GO:0042362" "fat-soluble vitamin biosynthetic process" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "PLTP" 1
"GO:0042447" "GO:0042447" "hormone catabolic process" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "MME" 1
"GO:0042538" "GO:0042538" "hyperosmotic salinity response" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "XRCC6" 1
"GO:0042754" "GO:0042754" "negative regulation of circadian rhythm" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "CIPC" 1
"GO:0043379" "GO:0043379" "memory T cell differentiation" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "BCL6" 1
"GO:0043485" "GO:0043485" "endosome to pigment granule transport" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "AP1M1" 1
"GO:0043650" "GO:0043650" "dicarboxylic acid biosynthetic process" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "GOT1" 1
"GO:0044771" "GO:0044771" "meiotic cell cycle phase transition" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "CHFR" 1
"GO:0045060" "GO:0045060" "negative thymic T cell selection" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "CD74" 1
"GO:0045838" "GO:0045838" "positive regulation of membrane potential" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "GLRX" 1
"GO:0046834" "GO:0046834" "lipid phosphorylation" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "DGKG" 1
"GO:0048194" "GO:0048194" "Golgi vesicle budding" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "GOLPH3" 1
"GO:0048245" "GO:0048245" "eosinophil chemotaxis" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "CX3CL1" 1
"GO:0048484" "GO:0048484" "enteric nervous system development" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "EDNRA" 1
"GO:0048757" "GO:0048757" "pigment granule maturation" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "AP1M1" 1
"GO:0051386" "GO:0051386" "regulation of neurotrophin TRK receptor signaling pathway" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "DOK5" 1
"GO:0055062" "GO:0055062" "phosphate ion homeostasis" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "ABCC6" 1
"GO:0060044" "GO:0060044" "negative regulation of cardiac muscle cell proliferation" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "TBX5" 1
"GO:0060049" "GO:0060049" "regulation of protein glycosylation" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "IL15" 1
"GO:0060134" "GO:0060134" "prepulse inhibition" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "DVL1" 1
"GO:0060368" "GO:0060368" "regulation of Fc receptor mediated stimulatory signaling pathway" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "CSK" 1
"GO:0060965" "GO:0060965" "negative regulation of miRNA-mediated gene silencing" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "ZMPSTE24" 1
"GO:0061668" "GO:0061668" "mitochondrial ribosome assembly" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "NOA1" 1
"GO:0070562" "GO:0070562" "regulation of vitamin D receptor signaling pathway" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "KANK2" 1
"GO:0070778" "GO:0070778" "L-aspartate transmembrane transport" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "SLC1A5" 1
"GO:0070862" "GO:0070862" "negative regulation of protein exit from endoplasmic reticulum" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "OS9" 1
"GO:0071361" "GO:0071361" "cellular response to ethanol" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "KCNMB1" 1
"GO:0071468" "GO:0071468" "cellular response to acidic pH" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "SLC9A1" 1
"GO:0071635" "GO:0071635" "negative regulation of transforming growth factor beta production" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "GATA6" 1
"GO:0072182" "GO:0072182" "regulation of nephron tubule epithelial cell differentiation" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "STAT1" 1
"GO:0072711" "GO:0072711" "cellular response to hydroxyurea" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "ATRX" 1
"GO:0090084" "GO:0090084" "negative regulation of inclusion body assembly" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "HSPA2" 1
"GO:0090394" "GO:0090394" "negative regulation of excitatory postsynaptic potential" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "S1PR2" 1
"GO:0098779" "GO:0098779" "positive regulation of mitophagy in response to mitochondrial depolarization" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "PINK1" 1
"GO:0101024" "GO:0101024" "mitotic nuclear membrane organization" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "BANF1" 1
"GO:1901031" "GO:1901031" "regulation of response to reactive oxygen species" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "SESN1" 1
"GO:1901838" "GO:1901838" "positive regulation of transcription of nucleolar large rRNA by RNA polymerase I" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "PIH1D1" 1
"GO:1903897" "GO:1903897" "regulation of PERK-mediated unfolded protein response" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "PPP1R15A" 1
"GO:1903911" "GO:1903911" "positive regulation of receptor clustering" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "CD81" 1
"GO:1905165" "GO:1905165" "regulation of lysosomal protein catabolic process" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "LDLR" 1
"GO:2000234" "GO:2000234" "positive regulation of rRNA processing" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "RIOK2" 1
"GO:2000644" "GO:2000644" "regulation of receptor catabolic process" "1/2329" "10/14382" 0.829196793102557 0.97677734816634 0.812867194353762 "MYLIP" 1
"GO:0006835" "GO:0006835" "dicarboxylic acid transport" "10/2329" "78/14382" 0.832447798024863 0.978671360409622 0.814443377934553 "ATP1A2/SLC1A5/RAB3GAP1/SLC19A2/KCNJ8/LRRC8A/ARL6IP5/LRRC8C/SLC19A1/SLC26A9" 10
"GO:0021766" "GO:0021766" "hippocampus development" "10/2329" "78/14382" 0.832447798024863 0.978671360409622 0.814443377934553 "ATG16L1/YWHAE/SRF/FXR1/PROX1/FGF13/TUBA1A/EMX2/ID4/RELN" 10
"GO:0006858" "GO:0006858" "extracellular transport" "5/2329" "42/14382" 0.832528671260707 0.978671360409622 0.814443377934553 "RFX3/DNAH11/JHY/SPAG17/WWP2" 5
"GO:0044786" "GO:0044786" "cell cycle DNA replication" "5/2329" "42/14382" 0.832528671260707 0.978671360409622 0.814443377934553 "FGFR1/ZMPSTE24/ATRX/BCL6/E2F8" 5
"GO:0045047" "GO:0045047" "protein targeting to ER" "5/2329" "42/14382" 0.832528671260707 0.978671360409622 0.814443377934553 "SEC61A1/TRAM2/SPCS3/SRP68/SRPRA" 5
"GO:0051205" "GO:0051205" "protein insertion into membrane" "5/2329" "42/14382" 0.832528671260707 0.978671360409622 0.814443377934553 "SEC61A1/TRAM2/NOMO3/EMC4/EGFR" 5
"GO:0090199" "GO:0090199" "regulation of release of cytochrome c from mitochondria" "5/2329" "42/14382" 0.832528671260707 0.978671360409622 0.814443377934553 "AKT1/PINK1/TRIAP1/BCL2L1/MLLT11" 5
"GO:0008637" "GO:0008637" "apoptotic mitochondrial changes" "13/2329" "99/14382" 0.832959418099739 0.978671360409622 0.814443377934553 "AIFM2/CAMK2A/RHOT1/AKT1/SLC25A4/PINK1/HK2/TRIAP1/BCL2L1/BCL2/FZD9/ATP2A1/MLLT11" 13
"GO:0009201" "GO:0009201" "ribonucleoside triphosphate biosynthetic process" "15/2329" "113/14382" 0.834830778159731 0.978671360409622 0.814443377934553 "ATP5F1D/TGFB1/PRKAG2/ATP5PB/ATP5MC2/NDUFS6/NDUFB11/ALDOA/ATP5MC3/PINK1/NDUFB8/IMPDH2/NME9/PPARA/TMSB4X" 15
"GO:0002230" "GO:0002230" "positive regulation of defense response to virus by host" "3/2329" "27/14382" 0.836377959412553 0.978671360409622 0.814443377934553 "STAT1/APOBEC3F/ZC3H12A" 3
"GO:0009649" "GO:0009649" "entrainment of circadian clock" "3/2329" "27/14382" 0.836377959412553 0.978671360409622 0.814443377934553 "PHLPP1/ID2/RBM4B" 3
"GO:0015701" "GO:0015701" "bicarbonate transport" "3/2329" "27/14382" 0.836377959412553 0.978671360409622 0.814443377934553 "SLC4A7/SLC4A4/SLC26A9" 3
"GO:0032196" "GO:0032196" "transposition" "3/2329" "27/14382" 0.836377959412553 0.978671360409622 0.814443377934553 "APOBEC3F/TUT4/ZNF91" 3
"GO:0090322" "GO:0090322" "regulation of superoxide metabolic process" "3/2329" "27/14382" 0.836377959412553 0.978671360409622 0.814443377934553 "TGFB1/GNAI2/EGFR" 3
"GO:0098698" "GO:0098698" "postsynaptic specialization assembly" "3/2329" "27/14382" 0.836377959412553 0.978671360409622 0.814443377934553 "ABI3/PTK2B/SHANK3" 3
"GO:1901186" "GO:1901186" "positive regulation of ERBB signaling pathway" "3/2329" "27/14382" 0.836377959412553 0.978671360409622 0.814443377934553 "TGFB1/CBL/AFAP1L2" 3
"GO:1905820" "GO:1905820" "positive regulation of chromosome separation" "3/2329" "27/14382" 0.836377959412553 0.978671360409622 0.814443377934553 "CUL3/ANAPC5/NUMA1" 3
"GO:0001845" "GO:0001845" "phagolysosome assembly" "2/2329" "19/14382" 0.837371318274481 0.978671360409622 0.814443377934553 "RAB7A/RAB7B" 2
"GO:0002295" "GO:0002295" "T-helper cell lineage commitment" "2/2329" "19/14382" 0.837371318274481 0.978671360409622 0.814443377934553 "IL6R/STAT6" 2
"GO:0002385" "GO:0002385" "mucosal immune response" "2/2329" "19/14382" 0.837371318274481 0.978671360409622 0.814443377934553 "FAU/RPL39" 2
"GO:0002755" "GO:0002755" "MyD88-dependent toll-like receptor signaling pathway" "2/2329" "19/14382" 0.837371318274481 0.978671360409622 0.814443377934553 "IKBKB/TLR4" 2
"GO:0006607" "GO:0006607" "NLS-bearing protein import into nucleus" "2/2329" "19/14382" 0.837371318274481 0.978671360409622 0.814443377934553 "IPO5/KPNA3" 2
"GO:0007141" "GO:0007141" "male meiosis I" "2/2329" "19/14382" 0.837371318274481 0.978671360409622 0.814443377934553 "HSPA2/FOXJ3" 2
"GO:0009226" "GO:0009226" "nucleotide-sugar biosynthetic process" "2/2329" "19/14382" 0.837371318274481 0.978671360409622 0.814443377934553 "UGDH/UAP1L1" 2
"GO:0010288" "GO:0010288" "response to lead ion" "2/2329" "19/14382" 0.837371318274481 0.978671360409622 0.814443377934553 "PPP2CA/SLC6A1" 2
"GO:0021522" "GO:0021522" "spinal cord motor neuron differentiation" "2/2329" "19/14382" 0.837371318274481 0.978671360409622 0.814443377934553 "LBX1/HOXC10" 2
"GO:0034244" "GO:0034244" "negative regulation of transcription elongation by RNA polymerase II" "2/2329" "19/14382" 0.837371318274481 0.978671360409622 0.814443377934553 "NELFCD/LARP7" 2
"GO:0046128" "GO:0046128" "purine ribonucleoside metabolic process" "2/2329" "19/14382" 0.837371318274481 0.978671360409622 0.814443377934553 "ICMT/NT5C1A" 2
"GO:0046519" "GO:0046519" "sphingoid metabolic process" "2/2329" "19/14382" 0.837371318274481 0.978671360409622 0.814443377934553 "ASAH1/SPHK1" 2
"GO:0051383" "GO:0051383" "kinetochore organization" "2/2329" "19/14382" 0.837371318274481 0.978671360409622 0.814443377934553 "CENPE/SUGT1" 2
"GO:0051590" "GO:0051590" "positive regulation of neurotransmitter transport" "2/2329" "19/14382" 0.837371318274481 0.978671360409622 0.814443377934553 "SYT1/RAB3GAP1" 2
"GO:0061099" "GO:0061099" "negative regulation of protein tyrosine kinase activity" "2/2329" "19/14382" 0.837371318274481 0.978671360409622 0.814443377934553 "HYAL2/CBL" 2
"GO:0110154" "GO:0110154" "RNA decapping" "2/2329" "19/14382" 0.837371318274481 0.978671360409622 0.814443377934553 "NUDT16/CNOT7" 2
"GO:1901978" "GO:1901978" "positive regulation of cell cycle checkpoint" "2/2329" "19/14382" 0.837371318274481 0.978671360409622 0.814443377934553 "PROX1/DYNC1LI1" 2
"GO:1902644" "GO:1902644" "tertiary alcohol metabolic process" "2/2329" "19/14382" 0.837371318274481 0.978671360409622 0.814443377934553 "H6PD/CACNA1H" 2
"GO:1903232" "GO:1903232" "melanosome assembly" "2/2329" "19/14382" 0.837371318274481 0.978671360409622 0.814443377934553 "AP1M1/AP1S2" 2
"GO:1904505" "GO:1904505" "regulation of telomere maintenance in response to DNA damage" "2/2329" "19/14382" 0.837371318274481 0.978671360409622 0.814443377934553 "INO80D/RUVBL1" 2
"GO:0034976" "GO:0034976" "response to endoplasmic reticulum stress" "35/2329" "248/14382" 0.837477705980478 0.978671360409622 0.814443377934553 "RHBDD2/PPP1R15A/STUB1/CCND1/UBE4A/STC2/PARK7/COPS5/KCNJ8/ATF4/SELENOS/OS9/NIBAN1/ECPAS/THBS1/PIK3R1/NGLY1/USP25/AIFM1/UBXN1/UBXN10/TMUB1/BCL2L1/BCL2/CEBPB/UBXN2A/ATP2A2/DDIT3/SGF29/FAF1/P4HB/ATP2A1/QRICH1/RACK1/FBXO17" 35
"GO:2001244" "GO:2001244" "positive regulation of intrinsic apoptotic signaling pathway" "7/2329" "57/14382" 0.837510224271832 0.978671360409622 0.814443377934553 "MMP2/PARK7/RPS3/RPL26/RPS7/DDIT3/RACK1" 7
"GO:0002429" "GO:0002429" "immune response-activating cell surface receptor signaling pathway" "39/2329" "275/14382" 0.840736466517367 0.979874145434601 0.815444327117599 "CD38/LCP2/CYBA/EIF2B3/NFKBIA/NFATC2/CSK/IKBKB/PRKD2/NAGLU/CD81/PDE4D/EIF2B4/TRIM32/NR4A3/LBP/NECTIN2/TRAF3/RFTN1/TLR4/NFKBIZ/PIK3R1/MFHAS1/PAK1/RPS3/THY1/PLCL2/ICOSLG/ZC3H12A/INPP5D/CD14/BCL2/HRAS/PAWR/UBE2N/FYB2/HLA-A/DENND1B/RAB7B" 39
"GO:0032733" "GO:0032733" "positive regulation of interleukin-10 production" "4/2329" "35/14382" 0.841004024642388 0.979874145434601 0.815444327117599 "CD274/TLR4/RAD21/LGALS9" 4
"GO:0043243" "GO:0043243" "positive regulation of protein-containing complex disassembly" "4/2329" "35/14382" 0.841004024642388 0.979874145434601 0.815444327117599 "TOM1/NES/KATNB1/SLN" 4
"GO:0045292" "GO:0045292" "mRNA cis splicing, via spliceosome" "4/2329" "35/14382" 0.841004024642388 0.979874145434601 0.815444327117599 "RBM22/SNRPC/SNRNP200/PRPF39" 4
"GO:0045324" "GO:0045324" "late endosome to vacuole transport" "4/2329" "35/14382" 0.841004024642388 0.979874145434601 0.815444327117599 "VTA1/LEPROTL1/STAM/CHMP1B" 4
"GO:0045738" "GO:0045738" "negative regulation of DNA repair" "4/2329" "35/14382" 0.841004024642388 0.979874145434601 0.815444327117599 "CYREN/RPS3/RNF169/NUDT16L1" 4
"GO:0045815" "GO:0045815" "transcription initiation-coupled chromatin remodeling" "4/2329" "35/14382" 0.841004024642388 0.979874145434601 0.815444327117599 "ARID1B/MACROH2A1/MYOCD/SGF29" 4
"GO:0051646" "GO:0051646" "mitochondrion localization" "6/2329" "50/14382" 0.841574800158216 0.979874145434601 0.815444327117599 "TRAK2/RHOT1/NECTIN2/UCHL1/ATP2A1/PLIN5" 6
"GO:0170034" "GO:0170034" "L-amino acid biosynthetic process" "6/2329" "50/14382" 0.841574800158216 0.979874145434601 0.815444327117599 "AASS/PARK7/GOT1/ASL/ASS1/APIP" 6
"GO:0006612" "GO:0006612" "protein targeting to membrane" "15/2329" "114/14382" 0.844442751771141 0.979874145434601 0.815444327117599 "SEC61A1/TRAM2/MICALL1/ICMT/NACAD/SDCBP/STOM/DMTN/ZDHHC3/SRP68/ZDHHC24/HRAS/ZDHHC14/SRPRA/MYO1C" 15
"GO:0006081" "GO:0006081" "cellular aldehyde metabolic process" "8/2329" "65/14382" 0.847315798534846 0.979874145434601 0.815444327117599 "ALDH3B1/PARK7/GLO1/ALDH9A1/DAB2/ALDH1A1/CACNA1H/HOGA1" 8
"GO:0006303" "GO:0006303" "double-strand break repair via nonhomologous end joining" "8/2329" "65/14382" 0.847315798534846 0.979874145434601 0.815444327117599 "POLB/TOP2B/PRPF19/CYREN/DEK/ATP23/NUDT16L1/XRCC6" 8
"GO:0006903" "GO:0006903" "vesicle targeting" "8/2329" "65/14382" 0.847315798534846 0.979874145434601 0.815444327117599 "CUL3/CLASP1/NAGLU/TFG/PPP6C/EXOC4/CLASP2/EXOC3" 8
"GO:0010972" "GO:0010972" "negative regulation of G2/M transition of mitotic cell cycle" "8/2329" "65/14382" 0.847315798534846 0.979874145434601 0.815444327117599 "CHFR/FZR1/NOP53/CCNG1/RINT1/BARD1/BRSK1/RAD21" 8
"GO:0046637" "GO:0046637" "regulation of alpha-beta T cell differentiation" "8/2329" "65/14382" 0.847315798534846 0.979874145434601 0.815444327117599 "IL4R/BCL6/ITPKB/NFKBIZ/SH3RF1/ZC3H12A/LGALS9/JUNB" 8
"GO:0071806" "GO:0071806" "protein transmembrane transport" "8/2329" "65/14382" 0.847315798534846 0.979874145434601 0.815444327117599 "SEC61A1/TRAM2/USP9X/RTN2/EDNRA/AIFM1/ABCA1/TIMM22" 8
"GO:0035176" "GO:0035176" "social behavior" "5/2329" "43/14382" 0.84767309502605 0.979874145434601 0.815444327117599 "PCM1/DVL1/RPTOR/EN1/SHANK3" 5
"GO:0098534" "GO:0098534" "centriole assembly" "5/2329" "43/14382" 0.84767309502605 0.979874145434601 0.815444327117599 "WDR62/CCDC61/MDM1/CDK5RAP2/CEP63" 5
"GO:1901976" "GO:1901976" "regulation of cell cycle checkpoint" "5/2329" "43/14382" 0.84767309502605 0.979874145434601 0.815444327117599 "PROX1/CDK5RAP2/BARD1/DYNC1LI1/LCMT1" 5
"GO:0002218" "GO:0002218" "activation of innate immune response" "37/2329" "263/14382" 0.84859665652145 0.979874145434601 0.815444327117599 "CYBA/IPO5/NFKBIA/IKBKB/NOP53/NAGLU/YWHAE/UNC93B1/OAS3/PPP2CA/TRIM32/PPP6C/CD274/RNF170/KCNJ8/ZNFX1/LBP/TRAF3/RFTN1/PUM1/TLR4/AKT1/NFKBIZ/PIK3R1/MFHAS1/PAK1/NEK7/TRIM11/OTUD4/CD14/BANF1/RPS6KA3/XRCC6/LGR4/PHB2/CPTP/RAB7B" 37
"GO:0010821" "GO:0010821" "regulation of mitochondrion organization" "19/2329" "142/14382" 0.848889604151804 0.979874145434601 0.815444327117599 "SREBF1/TIGAR/CTTN/STUB1/VAT1/CAMKK2/GOLPH3/PARK7/RHOT1/AKT1/SLC25A4/PINK1/FZD5/TRIAP1/BCL2L1/FZD9/HTT/INF2/MLLT11" 19
"GO:0050657" "GO:0050657" "nucleic acid transport" "20/2329" "149/14382" 0.850262062025767 0.979874145434601 0.815444327117599 "AKAP8L/ZC3H11A/YBX1/IGF2BP2/KHSRP/CASC3/MRPL18/FXR1/HNRNPA2B1/NUP153/RFTN1/NUP210/NCBP1/NUP205/SENP2/NPIPA1/RBM33/ZFP36L1/ARC/SARNP" 20
"GO:0050658" "GO:0050658" "RNA transport" "20/2329" "149/14382" 0.850262062025767 0.979874145434601 0.815444327117599 "AKAP8L/ZC3H11A/YBX1/IGF2BP2/KHSRP/CASC3/MRPL18/FXR1/HNRNPA2B1/NUP153/RFTN1/NUP210/NCBP1/NUP205/SENP2/NPIPA1/RBM33/ZFP36L1/ARC/SARNP" 20
"GO:0007059" "GO:0007059" "chromosome segregation" "56/2329" "389/14382" 0.852555972426399 0.979874145434601 0.815444327117599 "AKAP8L/CUL3/ARID1B/RIOK2/SMC1A/CHFR/NDE1/CLASP1/TOP2B/SMARCD3/MAPRE3/ANAPC5/NUDC/TUBB1/CTCF/OIP5/ARHGEF10/CCDC61/SMC3/IK/NR3C1/ACTR3/STAG1/NEK6/GPSM2/NAA60/USP9X/TUBGCP6/MAU2/PHF10/PUM1/CDK5RAP2/NUMA1/NUSAP1/CENPE/PRICKLE1/KATNB1/DIS3L2/DYNC1LI1/RPS3/EML3/MTCL2/NEK7/TTN/SMC6/CLASP2/RAD21/SUN1/GEM/CIAO2B/SEPTIN1/CEP63/FLNA/CCDC69/LCMT1/CHMP1B" 56
"GO:0051168" "GO:0051168" "nuclear export" "22/2329" "163/14382" 0.853193415545903 0.979874145434601 0.815444327117599 "AKAP8L/ZC3H11A/RIOK2/RBM22/TGFB1/CASC3/YWHAE/RPS15/PARK7/HNRNPA2B1/EGR2/CSE1L/NUP153/XPO4/CAMK1/NCBP1/BARD1/PTPN14/AHCYL1/RBM33/CCHCR1/SARNP" 22
"GO:0036503" "GO:0036503" "ERAD pathway" "14/2329" "108/14382" 0.853209278948907 0.979874145434601 0.815444327117599 "RHBDD2/STUB1/UBE4A/SELENOS/OS9/ECPAS/NGLY1/USP25/UBXN1/UBXN10/TMUB1/UBXN2A/FAF1/FBXO17" 14
"GO:0045582" "GO:0045582" "positive regulation of T cell differentiation" "14/2329" "108/14382" 0.853209278948907 0.979874145434601 0.815444327117599 "CD74/ARID1B/IL4R/SMARCD3/VSIR/ZMIZ1/BCL6/PHF10/DUSP10/ITPKB/NFKBIZ/LGALS9/STAT5B/EGR3" 14
"GO:0051028" "GO:0051028" "mRNA transport" "16/2329" "122/14382" 0.854246012680334 0.979874145434601 0.815444327117599 "AKAP8L/ZC3H11A/IGF2BP2/KHSRP/CASC3/FXR1/HNRNPA2B1/NUP153/NUP210/NCBP1/NUP205/SENP2/NPIPA1/ZFP36L1/ARC/SARNP" 16
"GO:0071354" "GO:0071354" "cellular response to interleukin-6" "3/2329" "28/14382" 0.854379088401894 0.979874145434601 0.815444327117599 "ST3GAL6/SMAD4/IL6R" 3
"GO:0006289" "GO:0006289" "nucleotide-excision repair" "10/2329" "80/14382" 0.854816563246185 0.979874145434601 0.815444327117599 "RAD52/ARID1B/SMARCD3/PHF10/RPA1/FANCC/ERCC3/RAD23A/SLX4/GTF2H5" 10
"GO:0010833" "GO:0010833" "telomere maintenance via telomere lengthening" "10/2329" "80/14382" 0.854816563246185 0.979874145434601 0.815444327117599 "PTGES3/CCT4/HNRNPA2B1/SLX1A/RPA1/CCT7/CCT6A/HMBOX1/NEK7/SLX4" 10
"GO:0030593" "GO:0030593" "neutrophil chemotaxis" "10/2329" "80/14382" 0.854816563246185 0.979874145434601 0.815444327117599 "CX3CL1/CD74/RIPOR2/PREX1/LBP/PF4/JAM3/CAMK1D/PIP5K1C/PPIA" 10
"GO:0072665" "GO:0072665" "protein localization to vacuole" "10/2329" "80/14382" 0.854816563246185 0.979874145434601 0.815444327117599 "LAMP2/RAB7A/SH3GLB1/CD81/GNPTAB/ROCK2/STAM/SCARB2/AKT1/RRAGA" 10
"GO:0002820" "GO:0002820" "negative regulation of adaptive immune response" "6/2329" "51/14382" 0.855052899251827 0.979874145434601 0.815444327117599 "IL4R/IL27RA/AHR/PPP3CB/BCL6/ZC3H12A" 6
"GO:0033047" "GO:0033047" "regulation of mitotic sister chromatid segregation" "6/2329" "51/14382" 0.855052899251827 0.979874145434601 0.815444327117599 "IK/CDK5RAP2/NUMA1/DYNC1LI1/RAD21/LCMT1" 6
"GO:0097300" "GO:0097300" "programmed necrotic cell death" "6/2329" "51/14382" 0.855052899251827 0.979874145434601 0.815444327117599 "YBX3/ASAH1/OGT/SLC25A4/AIFM1/FZD9" 6
"GO:0060251" "GO:0060251" "regulation of glial cell proliferation" "4/2329" "36/14382" 0.856786361987804 0.979874145434601 0.815444327117599 "NTN1/EGFR/NOTCH1/ETV5" 4
"GO:0071539" "GO:0071539" "protein localization to centrosome" "4/2329" "36/14382" 0.856786361987804 0.979874145434601 0.815444327117599 "PCM1/NSFL1C/BICD1/DISC1" 4
"GO:0000290" "GO:0000290" "deadenylation-dependent decapping of nuclear-transcribed mRNA" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "CNOT7" 1
"GO:0002645" "GO:0002645" "positive regulation of tolerance induction" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "CD274" 1
"GO:0006957" "GO:0006957" "complement activation, alternative pathway" "1/2329" "11/14382" 0.856875659569587 0.979874145434601 0.815444327117599 "CFH" 1
